,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_teks,jumlah_kata,jumlah_char,rata_rata_kata,tweet_english,sentiment,sentiment_num
500,1.80164e+18,Sat Jun 15 23:14:21 +0000 2024,0,@sosmedkeras Jadi nih tapera,1.80212e+18,,sosmedkeras,in,Indonesia,0,0,0,https://x.com/handfolow/status/1802117471928783346,460719986.0,handfolow,sosmedkeras tapera,2,18,9.0,social media tapera,negative,-1
501,1.80212e+18,Sat Jun 15 23:10:35 +0000 2024,18,Tapera bermanfaat utk membantu pembiayaan rumah Masyarakat Berpenghasilan Rendah (MBR) dgn meringankan cicilan KPR. Penerima manfaat akan mendapat insentif bunga sehingga cicilan KPR lbh murah. #EURO2024 Cipung Ini X Maldini Ka'bah Lamine Yamal Idul Adha https://t.co/0s3rpBvXjP,1.80212e+18,https://pbs.twimg.com/media/GQJnbYnbQAA45M_.jpg,,in,,2,1,15,https://x.com/Nidyna10/status/1802116523940819307,1.71031e+18,Nidyna10,tapera manfaat bantu biaya rumah masyarakat hasil rendah mbr ringan cicil kpr terima manfaat insentif bunga cicil kpr lbh murah euro cipung x maldini kabah lamine yamal idul adha,29,178,6.14,tapera benefits help low-income people with housing costs light installment mortgages receive benefits incentives cheaper mortgage installment interest euro cipung x maldini kaaba lamine yamal idul adha,positive,1
502,1.64445e+18,Sat Jun 15 23:09:41 +0000 2024,1,@Semestabersabd2 Wao apakah Tapera juga bagian dari konspirasi ini ??????,1.80212e+18,,Semestabersabd2,in,,0,1,0,https://x.com/AnemHeritage/status/1802116298400464955,1.60473e+18,AnemHeritage,semestabersabd wao tapera konspirasi,4,36,9.0,universe says what tapera conspiracy,negative,-1
503,1.80211e+18,Sat Jun 15 22:47:51 +0000 2024,5,Kelas presiden masih doyan ngurusi pilkada kelihatan sekali kalau @jokowi sangat sentimen terhadap Anies. Seruwet itukah hidupmu pak jokowi?? #tolakblokirX,1.80211e+18,,,in,"Gaza, Palestine",0,3,3,https://x.com/LantjarDjayaa/status/1802110803539288289,2518915579.0,LantjarDjayaa,kelas presiden doyan ngurusi pilkada jokowi sentimen anies ruwet hidup jokowi tolakblokirx,12,90,7.5,"The presidential class likes to take care of the regional elections, Jokowi, Anies' sentiment is that Jokowi's life is complicated, rejects blocking",positive,1
504,1.80194e+18,Sat Jun 15 22:47:34 +0000 2024,0,@msaid_didu Pekerja swasta maupun pns gajinya akan di potong untuk tapera korban judi di beri Bansos apa ga bangga tu tukang judi.,1.80211e+18,,msaid_didu,in,,0,0,0,https://x.com/Masjo_Koclok/status/1802110732773032118,1.45191e+18,Masjo_Koclok,msaiddidu kerja swasta pns gaji potong tapera korban judi bansos bangga tukang judi,13,83,6.38,msaiddidu private sector work civil servant salary cut tapera gambling victims social assistance proud of gamblers,negative,-1
505,1.80211e+18,Sat Jun 15 22:47:00 +0000 2024,0,Jadi Ojol. Lumayan bisa untuk Tapera.,1.80211e+18,,,in,,0,0,0,https://x.com/JokoLok2586685/status/1802110588241498424,1.67323e+18,JokoLok2586685,ojol lumayan tapera,3,19,6.33,ojol is quite good tapera,positive,1
506,1.80211e+18,Sat Jun 15 22:45:03 +0000 2024,0,Yang ngusulin tapera pks &amp; pdip. Yang jadi ketua pansusnya pdip. Yang paling nyinyir massa pks &amp; pdip. Yang ngesahin Jokowi. Yang disalahin Prabowo. https://t.co/Es3oCKeAsy,1.80211e+18,https://pbs.twimg.com/ext_tw_video_thumb/1802110070286925824/pu/img/yN1yOyDZy0q6A0sC.jpg,,in,"Sumatera Utara, Indonesia",0,0,0,https://x.com/masturipno/status/1802110098376180143,2354014722.0,masturipno,usul tapera pks pdip ketua pansusnya pdip nyinyir massa pks pdip ngesahin jokowi disalahin prabowo,15,98,6.53,tapera proposal pks pdip chairman of special committee pdip sarcastically pks pdip masses approve jokowi blamed prabowo,negative,-1
507,1.80209e+18,Sat Jun 15 22:44:05 +0000 2024,0,@nvrmndsist oyaaa? astagaa chatty aku gatauu huhuhu tapi coba tenangin diri duluu takutnya nanti kebawa dirl dan ganggu km bismillah pasti bakalan ditunda mengingat respon publik jelek sm kaya tapera dst,1.80211e+18,,nvrmndsist,in,,0,0,0,https://x.com/consprosnim/status/1802109852241793428,1.13949e+18,consprosnim,nvrmndsist oyaaa astagaa chatty gatauu huhuhu coba tenangin duluu takut bawa dirl ganggu km bismillah tunda respon publik jelek kaya tapera dst,22,143,6.5,"nvrmndsist oh my gosh, chatty, I don't know huhuhu, try to calm down first, I'm afraid it will disturb you, bismillah, postpone the bad public response like Tapera etc.",negative,-1
508,1.80211e+18,Sat Jun 15 22:40:55 +0000 2024,0,Kalo x di blokir aku jual rent membership dimana dong kominfo dah umr indo kecil pajak naik platform mencari uang sebagian orang diblokir masih mau minjem duit rakyat lewat tapera?,1.80211e+18,,,in,XX,0,1,0,https://x.com/AzmiMufidah21/status/1802109055902875651,1646737430.0,AzmiMufidah21,x blokir jual rent membership mana kominfo dah umr indo pajak platform cari uang orang blokir minjem duit rakyat tapera,20,119,5.95,x block selling rent membership where is the Ministry of Communication and Information already umr indo tax platform looking for people's money block borrowing people's money tapera,negative,-1
509,1.80196e+18,Sat Jun 15 22:29:56 +0000 2024,2,@CNNIndonesia Tai_ledig Lebih seru liat berita IKN UKT Tapera rupiah PPN Pengangguran korupsi timah jampidsus dikuntit Mahkaman Adik keponakan prabowo dinasty warrior dll,1.80211e+18,,CNNIndonesia,in,Lembang Bandung,0,0,0,https://x.com/hirziee/status/1802106291948753073,120087524.0,hirziee,cnnindonesia tailedig seru liat berita ikn ukt tapera rupiah ppn anggur korupsi timah jampidsus kuntit mahkaman adik keponakan prabowo dinasty warrior dll,22,154,7.0,cnnindonesia tailedig exciting see news kkn ukt tapera rupiah ppn wine corruption tin jampidsus stalking court prabowo's nephew dynasty warrior etc,positive,1
510,1.8021e+18,Sat Jun 15 22:21:54 +0000 2024,0,usul sita buat ganti dana Tapera.,1.8021e+18,,,in,,0,0,0,https://x.com/jiraq/status/1802104272731177353,83544396.0,jiraq,usul sita ganti dana tapera,5,27,5.4,confiscation's suggestion to replace the tapera funds,negative,-1
511,1.8021e+18,Sat Jun 15 22:21:50 +0000 2024,0,gaji terakhir gua which is bulan depan belum kena tapera tapi yang seterusnya gimana fufu,1.8021e+18,,,in,Heaven,0,0,0,https://x.com/arrccanee/status/1802104254901154024,4255258634.0,arrccanee,gaji gua which is kena tapera gimana fufu,8,41,5.12,"my salary is subject to tapera, how come fufu",negative,-1
512,1.8021e+18,Sat Jun 15 22:16:40 +0000 2024,0,bapa gw padahal orang yg bergelut di dunia pendidikan tapi malah milih nomer genap. alesannya apa? karna kasian anjir. katanya kasian udah gagal 2 kali jadi kasih kesempatan buat ngejabat ceunah. tapi doi pas ada tapera dan potongan lainnya ngeluh. hadahhh,1.8021e+18,,,in,🏳️‍🌈,0,0,0,https://x.com/j2tylvr/status/1802102954989887808,1.38133e+18,j2tylvr,bapa gw orang gelut dunia didik milih nomor genap alesannya karna kasi anjir kasi gagal kali kasih sempat ngejabat ceunah doi pas tapera potong keluh hadahhh,26,157,6.04,"My father is someone who is involved in the world of students, he chooses even numbers, the reason is because Kasi Anjir Kasi failed, he gave him the opportunity to shake ceunah when Tapera was cut, he complained, hadahhh",negative,-1
513,1.80203e+18,Sat Jun 15 22:08:46 +0000 2024,0,@mingyu7kit 23 juta buat cicilan tapera brp tahun yak,1.8021e+18,,mingyu7kat,in,,0,0,0,https://x.com/jane6kit/status/1802100964767527073,1.77252e+18,jane6kit,mingyukit juta cicil tapera yak,5,31,6.2,"pay a million installments for tapera, okay?",positive,1
514,1.8021e+18,Sat Jun 15 21:59:52 +0000 2024,0,@gunsnrojes di liat dari berita sih kayanya iya pernah di siarin di tv padahal blum resmi udah ngutang sampe 600 triliun. makanya banyak bet aturan yg muncul salah satunya tapera. samoe banyak yg minta buat ngulang lagi pemilu,1.8021e+18,,gunsnrojes,in,🏳️‍🌈,0,1,0,https://x.com/j2tylvr/status/1802098726544257191,1.38133e+18,j2tylvr,gunsnrojes liat berita kaya iya siarin televisi resmi hutang triliun banget atur muncul salah satu tapera samoe ulang milu,19,122,6.42,"gunsnrojes saw the news like yes, broadcast it on official television, the debt is really trillions, set one of the tapera samoe re milu to appear",positive,1
515,1.80191e+18,Sat Jun 15 21:59:05 +0000 2024,0,@MurtadhaOne1 Pak liat pak @gibran_tweet @jokowi apa tapera solusi?,1.8021e+18,,MurtadhaOne1,in,"Melbourne, Victoria",0,0,0,https://x.com/behindurcurtain/status/1802098528061108357,1.79451e+18,behindurcurtain,murtadhaone liat gibrantweet jokowi tapera solusi,6,49,8.17,murtadhaone see gibrantweet jokowi tapera solution,positive,1
516,1.80186e+18,Sat Jun 15 21:55:18 +0000 2024,0,@keuangannews_id @keuangan Percepat rumah tapera 2x1 buat lu wik,1.8021e+18,,keuangannews_id,in,,0,0,0,https://x.com/janetez69/status/1802097578856853681,1.56745e+18,janetez69,keuangannewsid uang cepat rumah tapera x lu wik,8,47,5.88,financenewsid fast money tapera x lu wik house,negative,-1
517,1.80157e+18,Sat Jun 15 21:51:10 +0000 2024,0,@narkosun Masih ada tapera cuma di tunda aja. Yang karyawan banyak banyak senyum ya wkwkwk,1.8021e+18,,narkosun,in,,0,0,0,https://x.com/TripIrvan27403/status/1802096538661138686,1.73821e+18,TripIrvan27403,narkosun tapera tunda karyawan senyum wkwkwk,6,44,7.33,narcosun tapera delays employee smile wkwkwk,positive,1
518,1.80184e+18,Sat Jun 15 21:48:11 +0000 2024,0,@dewiirawan13 Iya di tabung ke tapera pk biar nnti bisa beli rumah,1.8021e+18,,dewiirawan13,in,,0,0,0,https://x.com/LinaBud4799834/status/1802095788228780454,1.75836e+18,LinaBud4799834,dewiirawan iya tabung tapera pakai nnti beli rumah,8,50,6.25,dewiirawan yes tapera tube will be used to buy a house later,positive,1
519,1.80178e+18,Sat Jun 15 21:43:58 +0000 2024,0,@T0M5helby Tabung di tapera? Sm aja bodong,1.80209e+18,,T0M5helby,in,Indonesia,0,0,0,https://x.com/ferdinannsinaga/status/1802094726977622372,1957471010.0,ferdinannsinaga,tmhelby tabung tapera bodong,4,28,7.0,tmhelby fake tapera tube,negative,-1
520,1.80147e+18,Sat Jun 15 21:42:30 +0000 2024,0,@OposisiCerdas Rakyat sdh bosan dgn gimmik solusi &amp; antisipasi dr pemerintah gak ada. Yg ada hanya TAPERA yg suka kaget2an,1.80209e+18,,OposisiCerdas,in,,0,0,0,https://x.com/AfeefaKeyl55676/status/1802094355634851979,1.71245e+18,AfeefaKeyl55676,oposisicerdas rakyat bosan gimmik solusi antisipasi dr perintah tapera suka kaget,11,81,7.36,"intelligent opposition people are tired of gimmicks, solutions to anticipate the tapera order, like to be surprised",positive,1
521,1.80192e+18,Sat Jun 15 21:34:54 +0000 2024,0,@SyarifHida47453 Lah lu udah Tau ketimpangan malah dukung tapera bukti pemerintah ga becus naikin kesejahteraan kok dibela wkwkwk klo rakyat sejahtera kgk perlu tapera rakyat sejahtera udh bs beli rumah sendiri. ,1.80209e+18,,SyarifHida47453,in,District South City,0,0,0,https://x.com/bricksrigs/status/1802092442960998492,30212238.0,bricksrigs,syarifhida lu timpang dukung tapera bukti perintah becus naikin sejahtera bela wkwkwk rakyat sejahtera kgk tapera rakyat sejahtera beli rumah,20,141,7.05,syarifhida you are lopsided supporting tapera proof of the order is good at increasing welfare defend wkwkwk people are prosperous not tapera people are prosperous buy a house,positive,1
522,1.80157e+18,Sat Jun 15 21:29:48 +0000 2024,0,@K72083Kesuma @narkosun tetep aja Masyarakat lah yg jd tumbalnya adanya TAPERA BPJS jd syarat bikin ini itu nanti ada lg,1.80209e+18,,K72083Kesuma,in,"Pemalang, Indonesia",0,0,0,https://x.com/dhamar050/status/1802091160745500923,7.69679e+17,dhamar050,kkesuma narkosun masyarakat tumbal tapera bpjs syarat lg,8,56,7.0,kkesuma narkosun community sacrifice tapera BPJS conditions again,negative,-1
523,1.80209e+18,Sat Jun 15 21:24:08 +0000 2024,0,@FansNerazzurri APBN tak cukup .. Interisti harus ikut tapera dulu hhha,1.80209e+18,,FansNerazzurri,in,,0,0,0,https://x.com/indrohari1908/status/1802089732949913886,1.02681e+18,indrohari1908,fansnerazzurri apbn interisti tapera hhha,5,41,8.2,fansnerazzurri apbn interior tapera haha,positive,1
524,1.80209e+18,Sat Jun 15 21:19:05 +0000 2024,0,Rang orang atas di negara ini tuh emang kocak. Ribuan yg teriak kalo dari orang bawah mana denger itu kuping kopok'en. Kalo satu bisikan dari atas langsung gass. Kayak ini mau pemblokiran x sama yg kemarin dana tapera. Kkkkkkkk negara jadi panggung lawak. #tolakblokirx,1.80209e+18,,,in,Indonesia ,0,0,0,https://x.com/jvarmyhope/status/1802088461744443832,1.2189e+18,jvarmyhope,rang orang negara emang kocak ribu teriak orang denger kuping kopoken bisik langsung gass kayak blokir x kemarin dana tapera kkkkkkkk negara panggung lawak tolakblokirx,25,168,6.72,"the people of the country are really funny, thousands of people screamed, heard the kopoken ears, whispered straight away, gassed like blocking",positive,1
525,1.80208e+18,Sat Jun 15 21:10:47 +0000 2024,0,@vermaklevi Gpp drpda nabung buat tapera,1.80209e+18,,vermaklevi,in,"Liverpool, England",0,1,0,https://x.com/anctol/status/1802086376504172864,8.53257e+17,anctol,vermaklevi gpp drpda nabung tapera,5,34,6.8,vermaklevi is okay than saving tapera,positive,1
526,1.80209e+18,Sat Jun 15 21:08:40 +0000 2024,0,Gara-gara 58% kita terperangkap di Tapera :),1.80209e+18,,,in,she/her,0,0,0,https://x.com/jinggamimpi/status/1802085841600450970,1.37344e+18,jinggamimpi,garagara perangkap tapera,3,25,8.33,because of the tapera trap,negative,-1
527,1.80189e+18,Sat Jun 15 20:41:52 +0000 2024,1,@raden_masneji @RadioElshinta Tapera,1.80208e+18,,raden_masneji,in,kupang,0,0,0,https://x.com/sandy_gxx/status/1802079099005067602,2418896761.0,sandy_gxx,radenmasneji radioelshinta tapera,3,33,11.0,Radenmasneji Radioelshinta Tapera,negative,-1
528,1.80207e+18,Sat Jun 15 20:21:42 +0000 2024,0,Pengalihan isu dari Tapera kah? Atau ga tahan sama ocehan rakyat x yang makin mengkritisi pemerintah edan? Wkwkwkwkw lucu banget para pejabat yang terhormat ini.,1.80207e+18,,,in,pluto,0,0,0,https://x.com/devilcakex/status/1802074022433411569,1.6221e+18,devilcakex,alih isu tapera kah tahan oceh rakyat x kritisi perintah edan wkwkwkwkw lucu banget jabat hormat,16,96,6.0,"diverting the tapera issue, can we withstand the people's chatter x criticize the crazy orders, hahahaha ...",negative,-1
529,1.80207e+18,Sat Jun 15 20:10:42 +0000 2024,0,bro disini seru banget anjir asli tlong jangan blockir x sama jangan resmiin tapera pak,1.80207e+18,,,in,25+,0,0,0,https://x.com/TembakanAPI/status/1802071253307785438,1.61686e+18,TembakanAPI,bro seru banget anjir asli tolong blockir x resmiin tapera,10,58,5.8,"bro, it's really exciting, the original Anjir, please block it x make Tapera official",positive,1
530,1.80189e+18,Sat Jun 15 19:59:56 +0000 2024,0,@RadioElshinta Gw heran ... era pakde makin ke sini makin makin dah...... - pelaku judi online mo di ksh bansos - anak kecil di suruh ikut tapera org tua nya aja najis ikut tapera - dan msh bnyk lagi kaga muat di list pernyataan GOBLOK - EH SKR NYURUH QURBAN DI RMH POTONG,1.80207e+18,,RadioElshinta,in,,0,0,0,https://x.com/Rustiawati12/status/1802068544743788955,1.13023e+18,Rustiawati12,radioelshinta gw heran era pakde dah laku judi online ksh bansos anak suruh tapera orang tua najis tapera kaga muat list nyata goblok eh skr nyuruh qurban rumah potong,29,167,5.76,"radioelshinta I'm surprised that Pakde's era is already selling online gambling, social assistance, children order tapera, parents are unclean, tapera doesn't fit on the list, it's really stupid, eh, now I'm ordering sacrifices at slaughterhouses",negative,-1
531,1.80191e+18,Sat Jun 15 19:49:03 +0000 2024,0,@CNNIndonesia Aseek main judol pake duit titipan. Bentar lagi pake duit tapera nih Menyala indonesiaku ,1.80207e+18,,CNNIndonesia,in,,0,1,0,https://x.com/cachaa633/status/1802065806676943268,1.79198e+18,cachaa633,cnnindonesia aseek main judol pakai duit titip bentar pakai duit tapera nyala indonesia,13,87,6.69,cnnindonesia aseek play judol using entrusted money for a moment using Indonesian tapera flame money,positive,1
532,1.80192e+18,Sat Jun 15 19:35:49 +0000 2024,0,@Strategi_Bisnis Gausah pusing oke gas oke gas keberlanjutan kita gas gaji dipaksa tapera kita gas. USD 17.000 kita gas,1.80206e+18,,Strategi_Bisnis,in,,0,0,1,https://x.com/HadiHalib/status/1802062475627843647,68362329.0,HadiHalib,strategibisnis gausah pusing oke gas oke gas lanjut gas gaji paksa tapera gas usd gas,15,85,5.67,business strategy no need to worry okay gas okay gas continue gas forced salary tapera gas usd gas,negative,-1
533,1.80157e+18,Sat Jun 15 19:34:30 +0000 2024,0,@narkosun Tenang napa kan udah di buatin TAPERA. ,1.80206e+18,,narkosun,in,,0,0,0,https://x.com/MKaliwatan/status/1802062142994313538,1.35557e+18,MKaliwatan,narkosun tenang buatin tapera,4,29,7.25,narcosun calm down make tapera,positive,1
534,1.80141e+18,Sat Jun 15 19:33:22 +0000 2024,0,@praditavanjava 6. Tapera 7. Pemerintah hapus ni 2 aja,1.80206e+18,,praditavanjava,in,,0,0,0,https://x.com/seungkwanie1998/status/1802061858012303806,1.68233e+18,seungkwanie1998,praditavanjava tapera perintah hapus ni,5,39,7.8,praditavanjava tapera command delete this,negative,-1
535,1.80183e+18,Sat Jun 15 19:30:01 +0000 2024,1,@branjangankawat kelomang aja rebutan rumah tapera,1.80206e+18,,branjangankawat,in,masih di sini,0,0,0,https://x.com/temeninvest/status/1802061016098021740,73060067.0,temeninvest,branjangankawat kelomang rebut rumah tapera,5,43,8.6,branjanganwire hermit crabs take over Tapera house,negative,-1
536,1.80157e+18,Sat Jun 15 19:25:53 +0000 2024,5,@narkosun Tenang aja Masih bisa japrem ke rakyat .. Dengan dengan tag line gotong royong Hahaha Tahun depan Ppn 12% Tapera 3% Pajak gotong royong 20% Hahahahaha,1.80206e+18,,narkosun,in,"Purwakarta, West Java",0,0,0,https://x.com/sandyde_/status/1802059977349296560,3152212004.0,sandyde_,narkosun tenang japrem rakyat tag line gotong royong hahaha ppn tapera pajak gotong royong hahahahaha,15,101,6.73,narcosun calm japrem people tag line mutual cooperation hahaha ppn tapera tax mutual cooperation hahahahaha,positive,1
537,1.80187e+18,Sat Jun 15 19:16:02 +0000 2024,0,@BoNetijen Potong 20% untuk Tapera. Awokak,1.80206e+18,,BoNetijen,in,,0,0,0,https://x.com/sudarman1912/status/1802057495365734536,1.4203e+18,sudarman1912,bonetijen potong tapera awokak,4,30,7.5,bonetijen cut tapera awokak,negative,-1
538,1.80164e+18,Sat Jun 15 18:59:53 +0000 2024,1,@sosmedkeras Jangan di viralin tar dari paud di suruh patungan tapera sama pemerintah,1.80205e+18,,sosmedkeras,in,Unknown,0,0,0,https://x.com/ebykstsuuu/status/1802053430531559744,374516236.0,ebykstsuuu,sosmedkeras viralin paud suruh patungan tapera perintah,7,55,7.86,social media goes viral ordering paud to chip in for tapera,negative,-1
539,1.80205e+18,Sat Jun 15 18:54:54 +0000 2024,0,tapera is tante pemburu remaja,1.80205e+18,,,in,MDNI,0,0,0,https://x.com/prodbyjulian/status/1802052179207029096,7.99944e+17,prodbyjulian,tapera is tante buru remaja,5,27,5.4,tapera is a teenage aunt,negative,-1
540,1.80205e+18,Sat Jun 15 18:51:46 +0000 2024,0,Anak sekecil udah berantem sm tapera -__,1.80205e+18,,,in,udah jadi masa depanmu,0,0,0,https://x.com/redvlvd/status/1802051389067300953,1422158906.0,redvlvd,anak antem tapera,3,17,5.67,tapera antem children,negative,-1
541,1.80205e+18,Sat Jun 15 18:51:35 +0000 2024,0,bapak-bapak asn di kementrian viral terus bikin opini kocak sih. sebelumnya tapera sekarang blokir x. jangan sampe papaku masuk tv juga. siapapun jangan pernah wawancarain papaku. tapi aku yakin beliau gak sekocak yang lagi viral. paling mentok bikin jokes bapak-bapak sih.,1.80205e+18,,,in,,0,1,0,https://x.com/MaverickKylee/status/1802051344330875061,1.34429e+18,MaverickKylee,bapakbapak asn tri viral opini kocak tapera blokir x papa masuk televisi wawancarain papa beliau kocak viral mentok jokes bapakbapak,20,132,6.6,fathers ASN Tri viral funny opinion tapera blocked x father goes on television interviewing father he is funny viral mentok jokes fathers,positive,1
542,1.80205e+18,Sat Jun 15 18:44:21 +0000 2024,2,Kita petakan dulu satu coba yang darderdor baru ini 1. RUU penyiaran RUU POLRI RUU TNI 2. Temuan BPK soal IKN 3. TAPERA 4. Bansos Judol Hmm sepertinya pemerintah sedang menyiapkan robinhood,1.80205e+18,,,in,Salatiga,0,1,1,https://x.com/_bima_LD/status/1802049523524710450,7.80057e+17,_bima_LD,peta coba darderdor ruu siar ruu polri ruu tni temu ikn tapera bansos judol hmm perintah robinhood,17,98,5.76,map try darderdor bill broadcast bill police bill tni meeting ikn tapera social assistance judol hmm robinhood's orders,negative,-1
543,1.80191e+18,Sat Jun 15 18:32:27 +0000 2024,0,@CNNIndonesia Salah satu alasan x ingin diblokir karena #Kominfo gagal memblokir situs judi online jadi untuk menutupi kegagalan itu mereka sedang mencari alasan bodoh untuk memblokir x #tolakblokix . #371T dibahas bro !! #TAPERA (tabungan penderitaan buat rakyat) dibahas bro!!,1.80205e+18,,CNNIndonesia,in,,0,0,0,https://x.com/Sarahnomerci/status/1802046530029027366,1.63281e+18,Sarahnomerci,cnnindonesia salah alas x blokir kominfo gagal blokir situs judi online tutup gagal cari alas bodoh blokir x tolakblokix bahas bro tapera tabung derita rakyat bahas bro,27,168,6.22,cnnindonesia wrong reason x block kominfo failed to block online gambling site closed failed to find stupid reason block x tolakblockix discuss bro tapera tube people's suffering discuss bro,negative,-1
544,1.80157e+18,Sat Jun 15 18:31:42 +0000 2024,0,@narkosun Makanya lagi siap2 mau malak rakyat...dengalasan Tapera...,1.80205e+18,,narkosun,in,,0,0,0,https://x.com/Ferdi07962868/status/1802046338428977344,1.39208e+18,Ferdi07962868,narkosun malak rakyatdengalasan tapera,4,38,9.5,narcotics oppress the people with the excuse of tapera,positive,1
545,1.80205e+18,Sat Jun 15 18:30:13 +0000 2024,2,Memaksa warga membayar tapera,1.80205e+18,,,in,,0,1,0,https://x.com/GuobaNation/status/1802045967413227772,1.43837e+18,GuobaNation,paksa warga bayar tapera,4,24,6.0,force residents to pay tapera,negative,-1
546,1.80165e+18,Sat Jun 15 17:08:28 +0000 2024,0,@musyaddi @rachmawanss @kangtjuanki Gw blm terlalu ngikutin berita Tapera jdi blm paham ,1.80203e+18,,musyaddi,in, ,0,1,0,https://x.com/branzowski_/status/1802025391701508268,1.24027e+18,branzowski_,musyaddi rachmawanss kangtjuanki gw ikut berita tapera jdi paham,9,64,7.11,musyaddi rachmawanss kangtjuanki I followed the tapera news so I understand,negative,-1
547,1.80202e+18,Sat Jun 15 16:59:48 +0000 2024,0,emang uda gilak pemerintah yg miskin d buat keadaan ekonomi negara yg mkin gilak g d bntu² x yg judol mlah dpt bansos... ini sbenarnya arah mw kemn pemerintah kta? utang bnyk sampe mnta duit rakyat AN tapera... bkn g cinta negara knp g jual negara aja? tp pemerintah uda gilak..,1.80202e+18,,,in,Di mana aja yg enak kau lah,0,0,0,https://x.com/SiJeky666/status/1802023214262239350,1.75219e+18,SiJeky666,emang gilak perintah miskin ekonomi negara mkin gilak g bantu x judol dpt bansos arah kemn perintah kta utang duit rakyat an tapera g cinta negara knp g jual negara perintah gilak,32,179,5.59,"The order is indeed crazy, the country's economy is getting crazier, don't help, don't claim to get social assistance, where is the order going, we owe people's money, Tapera, don't love the country, why don't we sell the country, crazy order",negative,-1
548,1.80202e+18,Sat Jun 15 16:56:59 +0000 2024,0,blokir twt tapera. emg ajg kali ini negara,1.80202e+18,,,in,🐻💜🐿️🩵🤖💜,0,0,0,https://x.com/sehpup/status/1802022505735213112,161210908.0,sehpup,blokir twt tapera emg ajg kali negara,7,37,5.29,block twt tapera maybe even a country,negative,-1
549,1.80198e+18,Sat Jun 15 16:56:27 +0000 2024,0,@BananaMilkLv iya tapi hidup gak 24 jam perkara yg meraka kira kita kan sibuk kerja buat tapera (eh),1.80202e+18,,BananaMilkLv,in,,0,1,0,https://x.com/adorabcd/status/1802022369751683178,1.48096e+18,adorabcd,bananamilklv iya hidup jam perkara raka sibuk kerja tapera eh,10,61,6.1,bananamilklv yes life time raka busy working tapera eh,positive,1
550,1.80143e+18,Sat Jun 15 16:53:30 +0000 2024,0,@allandp3 @bacottetangga_ Semoga nggak dapat makan gratis ukt kuliah mahal pas kerja di potong tapera.trus hiduplu di hantui joget2 gemoy sambil ok gas ok gas. Mamam tu.,1.80202e+18,,allandp3,in,,0,0,0,https://x.com/Konka_RR/status/1802021625585655948,1.77343e+18,Konka_RR,allandp bacottetangga moga makan gratis ukt kuliah mahal pas kerja potong taperatrus hiduplu hantu joget gemoy ok gas ok gas mamam,21,130,6.19,allandp bacottetangga hopefully free food tuition fees are expensive when working cut taperat then live ghost dancing like crazy ok gas ok gas mamam,positive,1
551,1.80201e+18,Sat Jun 15 16:50:08 +0000 2024,0,@felixieluv Ku menangis Shopee luar negeri di cut tagihan bea cukai gak masuk akal syarat lamar kerjaan banyak UKT naik masih ada Tapera sekarang mau blokir X? Apa masih ada list yg lain? Ya Allah negara lain uda rencana mau ke Mars loh padahal ,1.80202e+18,,felixieluv,in,,0,1,0,https://x.com/Lilili_han_/status/1802020780966064432,1.69144e+18,Lilili_han_,felixieluv ku menang shopee negeri cut tagih bea cukai masuk akal syarat lamar kerja ukt tapera blokir x list allah negara rencana mars,23,135,5.87,felixieluv ku win shopee negeri cut bill customs reasonable job application requirements ukt tapera block x list allah negara plan mars,negative,-1
552,1.8009e+18,Sat Jun 15 16:44:14 +0000 2024,0,@jokowi Kalo di suruh milih bayar Tapera atau berjudi Saya milih uang nya mending di Judi kan dr pada bayar Tapera. ,1.80202e+18,,jokowi,in,,0,0,0,https://x.com/zimbrongs/status/1802019296325050641,728597928.0,zimbrongs,jokowi suruh milih bayar tapera judi milih uang mending judi dr bayar tapera,13,76,5.85,"Jokowi told him to choose to pay the tapera for gambling, it's better to choose money from gambling than pay the tapera",positive,1
553,1.80202e+18,Sat Jun 15 16:44:00 +0000 2024,3,this would be cool soalnya ada temen gue jokowisme abis dia bahkan ketika tapera malah menyalahkan sri mulyani instead of jokowi dan dulu dia ahok harga mati terus benci anies sampai ke tulang hehe mari kita lihat reaksinya,1.80202e+18,,,in,,0,0,0,https://x.com/ebifuranism/status/1802019237541843351,1.71773e+18,ebifuranism,this would be cool temen gue jokowisme habis tapera salah sri mulyani instead of jokowi ahok harga mati benci anies tulang mari lihat reaksi,24,140,5.83,this would be cool my friend jokowism finished tapera wrong sri mulyani instead of jokowi ahok price is death hate anies bone let's see the reaction,negative,-1
554,1.80189e+18,Sat Jun 15 16:41:31 +0000 2024,0,@secr3thm4nz56 Gampang naikin pajak trus buat aturan baru seperti tapera,1.80202e+18,,secr3thm4nz56,in,,0,0,0,https://x.com/hiu_cebi/status/1802018612418580503,1.73342e+18,hiu_cebi,secrthmnz gampang naikin pajak atur tapera,6,42,7.0,secrthmnz easy to raise taxes regulate tapera,positive,1
555,1.80147e+18,Sat Jun 15 16:37:47 +0000 2024,0,@OposisiCerdas udh begini msh mau dipalak pake Tapera. Pemimpin apa ini,1.80202e+18,,OposisiCerdas,in,jakarta,0,0,0,https://x.com/endingku/status/1802017673360097338,98337003.0,endingku,oposisicerdas palak pakai tapera pimpin,5,39,7.8,smart opposition extorts money using tapera to lead,positive,1
